TQAESD,QAESD,TQAESE,QAESE,TQMATH,QMATH,TQBITCNT,QBITCNT,TQCRC,QCRC,TQDIJK,QDIJK,TQFFT,QFFT,TQGSMD,QGSMD,TQMXM,QMXM,TQQSORT,QQSORT,TQSHA,QSHA,TQSSEARCH,QSSEARCH,TQSUSANC,QSUSANC,TQSUSANE,QSUSANE,TQSUSANS,QSUSANS
4828137,0.55924,4550583,0.53224,14417277,0.43788,7788546,0.42726,6865203,0.32491,8713893,0.64579,8444355,0.46635,1827147,0.30488,6266007,0.42161,4114713,0.58574,1647789,0.70601,1011018,0.53988,163827,0.67366,320640,0.87054,3928842,0.71067
4860702,0.56006,4538058,0.53349,14440824,0.43761,7780530,0.42373,6864201,0.32494,8783031,0.65468,8406780,0.46738,1978950,0.54024,6228933,0.42327,4131747,0.58187,1662318,0.7012,806610,0.54645,164328,0.68402,320139,0.86474,3925836,0.70802
4845672,0.56159,4536054,0.53309,14434311,0.43701,7787043,0.42407,6865704,0.32488,8712891,0.65478,8302071,0.47116,1847187,0.54804,6183342,0.41223,4415313,0.58038,1656807,0.69337,1003503,0.53654,165831,0.68904,319137,0.8734,3926838,0.71267
4847175,0.56248,4532547,0.53308,14352648,0.4412,7786542,0.42465,6865203,0.32496,8761488,0.65569,8366700,0.46382,1480956,0.59778,6457890,0.54479,4305093,0.58129,1662819,0.69628,820137,0.50787,166833,0.66903,318636,0.86804,3925335,0.70975
4853187,0.56151,4533549,0.53347,14574591,0.44139,7788546,0.42498,6865704,0.32494,8677320,0.64906,8431329,0.46412,1463922,0.62309,6312600,0.4152,4209903,0.58747,1656306,0.69668,953403,0.53653,165330,0.69372,319638,0.8727,3929343,0.70902
4815612,0.56099,4536555,0.53363,14549541,0.43516,7786542,0.42569,6865203,0.32498,8621709,0.65198,8451369,0.46323,1485966,0.62165,6251478,0.4168,4288059,0.58819,1642278,0.70006,859716,0.47827,164829,0.66218,318636,0.86792,3924333,0.71161
4817115,0.56147,4584651,0.53141,14522988,0.43391,7787043,0.42622,6865203,0.32497,8721909,0.6514,8324616,0.46844,1505505,0.61006,6230937,0.41887,4230444,0.58758,1642278,0.69693,927351,0.52813,163827,0.69179,318636,0.85939,3925335,0.70884
4814109,0.56077,4585653,0.53061,14488419,0.43515,7786542,0.42685,6865704,0.32498,8748462,0.64287,8458884,0.46391,1473942,0.62431,6266007,0.42068,4753488,0.72761,1642278,0.69382,904806,0.44909,164829,0.68411,318636,0.85624,3927339,0.71237
4831143,0.55948,4542567,0.53339,14509962,0.43547,7786041,0.42601,6865203,0.32499,8719404,0.6495,8523012,0.4649,1476447,0.62042,6284043,0.42245,3387762,0.59879,1642278,0.69066,896790,0.53465,177855,0.61911,319638,0.85524,3907800,0.7118
4873227,0.55977,4536555,0.53333,14474391,0.43668,7783035,0.42374,6862698,0.32508,8782029,0.64464,8427822,0.46727,1480956,0.62931,6269514,0.42345,3815616,0.58732,1642278,0.68751,912822,0.42033,163326,0.6398,322143,0.80493,3914814,0.71065
4828638,0.56097,4533048,0.53338,14547036,0.43499,7787043,0.42417,6879732,0.32424,8756979,0.65028,8446359,0.46625,1473942,0.6258,6211398,0.41254,4019523,0.58701,1642278,0.68438,862722,0.52887,185370,0.57181,319137,0.8632,3933351,0.7107
4809099,0.56185,4533048,0.533,14474892,0.43586,7786542,0.42475,6865704,0.325,8714895,0.64638,8358684,0.46453,1476447,0.6225,6309093,0.4141,4344672,0.57129,1645785,0.70417,999996,0.36134,165831,0.55805,320139,0.85502,3948882,0.71305
4812105,0.56097,4533549,0.53378,14500944,0.4365,7787043,0.42525,6865203,0.32502,8725416,0.65234,8498463,0.46222,1480455,0.6302,6431337,0.46361,4502988,0.57932,1642278,0.70569,813123,0.53427,170340,0.5666,322143,0.86781,3941868,0.70854
4816113,0.56149,4550583,0.5329,14378700,0.44079,7786542,0.42584,6865704,0.32496,8720406,0.6466,8378223,0.46599,1473942,0.62704,6275526,0.41801,4180845,0.58817,1641777,0.70295,1022040,0.5062,173847,0.61918,319137,0.86679,3947379,0.71021
4818618,0.56149,4575633,0.53108,14482908,0.43901,7787043,0.42633,6865203,0.32488,8757480,0.64998,8451369,0.46415,1476948,0.62355,6252480,0.41961,3752490,0.59068,1643781,0.69905,792582,0.52612,168837,0.68101,319137,0.87284,3940365,0.71365
4813107,0.56092,4586154,0.53041,14506956,0.4359,7786542,0.42691,6865203,0.32488,10366692,0.56908,8361690,0.4693,1473942,0.62011,6246969,0.42149,4073631,0.58519,1641777,0.69671,1020036,0.55422,165831,0.62451,318636,0.86882,3945375,0.70836
4839660,0.55957,4538058,0.53369,14435814,0.43339,7782534,0.42334,6865704,0.32487,10153266,0.64068,8356179,0.46685,1480455,0.62922,6281037,0.42323,3946878,0.5866,1646787,0.70222,792582,0.52297,170340,0.67731,319137,0.87094,3947880,0.70972
4874730,0.56229,4536054,0.53355,14486916,0.43451,7786542,0.42375,6865203,0.32491,9466896,0.6548,8343153,0.46829,1274544,0.30471,6272520,0.41172,4108200,0.58504,1643781,0.69943,1015026,0.55102,166332,0.67126,319638,0.86274,3944373,0.71365
4819620,0.56104,4533048,0.5332,14520984,0.43559,7787043,0.42424,6865704,0.32478,9449862,0.66172,8319606,0.46846,1825143,0.30585,6252981,0.41322,4042068,0.58637,1644282,0.6964,785067,0.53341,168837,0.63607,318135,0.85861,3939363,0.70965
4809099,0.56135,4532547,0.53325,14454852,0.43583,7787043,0.42476,6863700,0.32488,9462387,0.65583,8362692,0.46677,2017527,0.52877,6248472,0.41498,4419321,0.57573,1644783,0.69222,1007511,0.60828,171342,0.56203,319137,0.85367,3941367,0.71182
4812606,0.56106,4535553,0.53398,14446836,0.437,7786542,0.42534,6865704,0.32478,9439341,0.66523,8430327,0.46556,1924341,0.55243,6394263,0.5944,3733452,0.5941,1647288,0.69761,795588,0.52311,163827,0.63543,318636,0.86366,3940866,0.71401
4818117,0.5618,4551084,0.53209,14434812,0.43719,7788546,0.42567,6865203,0.32491,9337137,0.66548,8250969,0.47155,1471437,0.59107,6296568,0.41872,4145274,0.5773,1644783,0.6962,1027551,0.59158,162324,0.67262,321141,0.85135,3949884,0.70923
4815111,0.56055,4590663,0.53027,14434311,0.43764,7786542,0.42638,6864201,0.32494,9296055,0.68268,8363193,0.4642,1538571,0.62017,6272520,0.42053,4493469,0.57787,1642779,0.69402,807111,0.53276,183867,0.72986,321141,0.86962,3939864,0.71187
4814109,0.56133,4568118,0.53087,14356155,0.43784,7787043,0.42691,6865704,0.32488,9374211,0.69181,8349666,0.46603,1501497,0.62152,6256989,0.42227,4107198,0.58617,1642779,0.69182,1010517,0.54246,175350,0.61388,752502,0.23445,3938361,0.70818
4859199,0.55814,4536555,0.53379,14355654,0.44089,7782033,0.42338,6865203,0.32496,9155274,0.67484,8354676,0.46677,1510014,0.61042,6273522,0.42388,3866217,0.591,1644282,0.68848,775548,0.53823,168336,0.68219,497493,0.17192,3935355,0.71204
4861203,0.56067,4538559,0.53333,14476395,0.4416,7787043,0.42374,6880233,0.3242,9337638,0.6597,8290047,0.46811,1473942,0.62759,6264504,0.41247,3941868,0.58944,1645785,0.69177,1032561,0.58533,165330,0.6632,495990,0.17338,3926337,0.71003
4811103,0.56177,4532046,0.53338,14468880,0.43847,7786542,0.42437,6865203,0.32497,9316095,0.67331,8347161,0.46312,1474944,0.62442,6299073,0.41407,3841167,0.59055,1643280,0.69011,807612,0.54506,164328,0.69316,643284,0.16789,3925836,0.70729
4810602,0.56179,4533048,0.53353,14484912,0.43566,7787043,0.42486,6865704,0.32498,9236436,0.66489,8538042,0.46036,1474944,0.62021,6255987,0.41577,4068120,0.58529,1644783,0.68777,1003503,0.57655,164829,0.68346,496491,0.17219,3926838,0.71186
4812606,0.56071,4535052,0.53361,14450844,0.43553,7786542,0.42544,6865203,0.32499,8912790,0.66859,8358684,0.464,1481457,0.62837,6278031,0.41748,3902790,0.58898,1644783,0.68514,807111,0.53872,164829,0.66826,496491,0.17378,3925836,0.70903
4820121,0.56144,4554591,0.53206,14481405,0.43613,7787043,0.42594,6862698,0.32508,8675316,0.65054,8385738,0.46422,1475946,0.62521,6981936,0.57957,4179342,0.58237,1646286,0.68675,997992,0.57013,166332,0.68718,541581,0.17305,3927339,0.71322
4812606,0.56092,4600683,0.53218,14415273,0.43605,7786542,0.42653,6865203,0.32497,9225414,0.67162,8433333,0.46694,1473942,0.62187,6256989,0.54269,4365213,0.57814,1660314,0.70268,865227,0.482,166332,0.66351,495990,0.17294,3925836,0.71075
4821624,0.56018,4553589,0.53101,14517978,0.43754,7787043,0.42702,6865203,0.32513,8800566,0.64452,8347662,0.46782,1481457,0.62904,6257490,0.54237,4439361,0.58045,1657308,0.69398,937371,0.55831,165330,0.69221,497493,0.17279,3925836,0.70802
4863708,0.55981,4539561,0.53378,14426295,0.436,7782033,0.42353,6865704,0.325,8960385,0.67491,8445357,0.46723,1475946,0.62667,6182841,0.54516,4231947,0.5841,1663320,0.69644,923343,0.43006,163827,0.67366,497994,0.17419,3926337,0.7124
4850682,0.56097,4537557,0.53341,14414772,0.43793,7787043,0.42385,6865203,0.32502,8920806,0.67075,8488944,0.46162,1473942,0.62324,6217410,0.54726,4040064,0.58631,1657308,0.69681,889776,0.54562,178857,0.60644,495990,0.17338,3926337,0.70957
4808598,0.56182,4531044,0.53287,14415273,0.43993,7786542,0.42443,6865704,0.32496,9046557,0.67367,8488944,0.46128,1479453,0.6306,6259995,0.54687,4060104,0.58503,1642278,0.70079,988473,0.3765,161322,0.65262,497994,0.17297,3939363,0.71308
4813608,0.56139,4533048,0.53354,14398740,0.43894,7787043,0.42493,6865203,0.32488,9207879,0.69068,8449365,0.46555,1280556,0.31462,6224424,0.54973,3814614,0.59158,1642278,0.69766,815127,0.52726,187374,0.57219,497994,0.17512,3931848,0.71001
4812105,0.56148,4537056,0.53387,14476896,0.43677,7787043,0.42545,6865203,0.32488,8984934,0.68132,8268003,0.46643,1813119,0.30783,6209394,0.54603,3878241,0.58971,1642278,0.69455,1036569,0.51325,165330,0.56082,495990,0.17359,3941868,0.71255
4819119,0.56128,4574631,0.5318,14512968,0.4345,7786542,0.42603,6865704,0.32487,8988942,0.67422,8426319,0.46693,1961415,0.49966,6318111,0.54731,3924333,0.59042,1642278,0.69142,782061,0.53275,169338,0.60482,496491,0.17205,3949884,0.71437
4813107,0.56088,4583649,0.53095,14500944,0.4359,7788546,0.42636,6865203,0.32491,8675316,0.65331,8402772,0.46538,1915824,0.5482,6263502,0.54741,4410804,0.57821,1642278,0.68824,1020036,0.59434,178857,0.60944,498495,0.17516,3921828,0.71038
4828638,0.55921,4552086,0.53214,14542026,0.43445,7786542,0.42709,6878730,0.3241,8983431,0.67915,8381730,0.46883,1472439,0.59605,6302079,0.54697,4195875,0.58162,1642278,0.68511,830157,0.5112,164328,0.69643,496491,0.17356,3930846,0.71092
4860201,0.56012,4538559,0.53355,14480904,0.43581,7782534,0.42345,6865704,0.32478,9084132,0.67639,8497962,0.45984,1492479,0.62545,6220416,0.54718,4384752,0.581,1646787,0.70427,959415,0.57557,168837,0.60259,496992,0.17195,3939864,0.71407
4845171,0.56167,4536054,0.53326,14461365,0.436,7786542,0.4239,6865203,0.32491,8638242,0.64784,8428824,0.46204,1487970,0.61468,6354684,0.54462,4080144,0.58284,1641276,0.70688,886269,0.45643,167334,0.68584,496992,0.17612,3951888,0.70774
4975932,0.55115,4730943,0.52281,14490423,0.43652,7787043,0.42443,6864201,0.32494,8733432,0.65072,8336640,0.46791,1511517,0.60304,6321618,0.54418,4123731,0.58482,1676847,0.67486,912822,0.56076,166332,0.66179,497493,0.17285,3943872,0.71275
4845672,0.56158,4536054,0.53326,14455353,0.43712,7786542,0.42506,6865704,0.32488,8578122,0.64952,8381229,0.46356,1480956,0.63042,6235446,0.5486,4036056,0.5859,1646787,0.68769,936870,0.41486,167835,0.63028,496491,0.17327,3939864,0.70832
4809099,0.56163,4531545,0.5332,14380203,0.43676,7787043,0.42555,6865203,0.32496,8594655,0.6531,8493453,0.46824,1473942,0.62722,6258492,0.54565,4072128,0.58789,1640274,0.70658,859215,0.54035,172344,0.56208,497493,0.17623,3940365,0.71093
4813608,0.56121,4532547,0.53364,14376195,0.43781,7786542,0.42613,6865704,0.32494,8587641,0.64371,8312091,0.46618,1476447,0.62333,6245967,0.54652,3846177,0.5907,1643280,0.703,993984,0.36588,163827,0.58475,497994,0.17139,3941868,0.71329
4815612,0.56123,4538058,0.53357,14373189,0.44064,7787043,0.42663,6865203,0.32498,8583633,0.64478,8373714,0.46548,1473942,0.62008,6385746,0.54408,4123230,0.58497,1641777,0.70075,832662,0.55333,164328,0.62652,495990,0.17374,3952890,0.7077
4816113,0.56167,4581144,0.5319,14448339,0.44192,7787544,0.42719,6865203,0.32497,8555577,0.64867,8433333,0.46408,1480956,0.62801,6259995,0.54264,3969924,0.58911,1643280,0.69723,996990,0.58521,179859,0.58317,497493,0.17163,3936858,0.71105
4814109,0.56141,4583148,0.53016,14507457,0.43656,7781532,0.42363,6865704,0.32498,8580627,0.65218,8404275,0.46252,1476447,0.62541,6244965,0.54325,3949884,0.58749,1646787,0.70267,1016529,0.51408,164829,0.69062,496992,0.17526,3937860,0.70718
4834650,0.55936,4548579,0.53255,14443830,0.43407,7786542,0.42404,6865203,0.32499,8934834,0.65825,8422812,0.46518,1473942,0.62176,6206388,0.54294,4379742,0.5799,1643280,0.70035,784566,0.52637,166332,0.66566,496992,0.17339,3935856,0.71105
4873728,0.55976,4536555,0.53336,14590122,0.43372,7787043,0.42454,6862698,0.32508,8708883,0.6536,8421810,0.46437,1480455,0.62888,6232440,0.54338,3905796,0.5876,1643280,0.69733,1058112,0.60129,165330,0.69697,496992,0.17202,3925836,0.70903
4825632,0.56079,4533549,0.53314,14460864,0.43619,7786542,0.42512,6865203,0.32497,8638743,0.64741,8324115,0.46832,1476948,0.62646,6169314,0.54304,4211907,0.58262,1644783,0.69391,790077,0.51879,164829,0.65892,497994,0.1757,3927339,0.71322
4809099,0.56148,4531545,0.53317,14458860,0.43621,7787043,0.42562,6865203,0.32513,8630727,0.65121,8366199,0.46634,1473942,0.62302,6294564,0.54783,4464912,0.57584,1644783,0.69014,1018533,0.58746,164328,0.69186,496491,0.17299,3925836,0.71075
4811604,0.56079,4535052,0.53358,14447337,0.43682,7787043,0.42614,6880233,0.32425,8552070,0.65405,8447361,0.46152,1285566,0.32629,6212901,0.54669,4363209,0.57803,1649292,0.69576,888273,0.4584,164829,0.68758,495990,0.17251,3925836,0.70802
4819620,0.56118,4542567,0.53359,14328099,0.44204,7786542,0.42672,6865704,0.32496,8552571,0.64586,8416800,0.46461,1796085,0.31027,6277530,0.5463,4142769,0.58514,1642779,0.69448,911319,0.53031,165831,0.6776,498495,0.17566,3926337,0.7124
4814610,0.56122,4581144,0.53088,14396736,0.43882,7789047,0.42713,6865203,0.32488,9101667,0.6704,8444355,0.46694,1959912,0.5028,6248973,0.54596,4373229,0.5857,1642779,0.69226,976449,0.39034,165330,0.6881,496992,0.17332,3926337,0.70957
4814109,0.56095,4588158,0.53037,14502447,0.43691,7780029,0.4237,6865203,0.32488,8790546,0.65091,8412291,0.46284,1879251,0.55377,6159795,0.54744,4183851,0.58833,1642779,0.69052,842181,0.53636,166332,0.65921,496491,0.17342,3927840,0.71356
4843668,0.55885,4537557,0.53375,14507958,0.43403,7788546,0.42388,6865704,0.32487,9150264,0.65753,8372712,0.46804,1473441,0.59642,6297570,0.54746,4120224,0.58973,1642779,0.6885,1008513,0.34872,168837,0.68461,497994,0.17598,3924834,0.71161
4877235,0.56149,4537056,0.53336,14526996,0.4344,7786542,0.42459,6865203,0.32491,8731428,0.6612,8521008,0.46164,1480956,0.62622,6215907,0.54627,4119723,0.58644,1647288,0.69019,776049,0.52672,174348,0.52135,497493,0.17192,3925836,0.70858
4812105,0.56178,4532547,0.53318,14456355,0.4349,7787043,0.42512,6865704,0.32478,8922810,0.64709,8414796,0.46397,1471437,0.61773,6305586,0.54807,3981447,0.59043,1643280,0.68841,1035567,0.50911,182865,0.58044,495990,0.17338,3932349,0.71252
4809600,0.56141,4532547,0.53317,14515473,0.43558,7786542,0.42575,6863700,0.32488,9034032,0.65396,8419305,0.46559,1498491,0.60746,6239955,0.54864,4325133,0.58412,1644282,0.68588,783564,0.51863,164829,0.64003,498495,0.17631,3934854,0.70929
4812105,0.56103,4535052,0.53398,14425293,0.43584,7787043,0.42624,6865704,0.32478,9037539,0.67744,8275017,0.46965,1482459,0.62899,6263502,0.54711,4410303,0.5843,1644783,0.68345,1035066,0.53548,181863,0.71429,496491,0.17219,3941868,0.71209
4818618,0.56184,4551084,0.53239,14407758,0.43714,7786542,0.42682,6865203,0.32491,8958381,0.65253,8431329,0.46054,1473942,0.62739,6229935,0.54678,5273025,0.82023,1659813,0.7034,788073,0.53384,175851,0.59117,496491,0.17378,3944874,0.7143
4815111,0.56061,4579641,0.53145,14448840,0.43576,7787544,0.42592,6864201,0.32494,8937840,0.66395,8393253,0.46992,1475946,0.62376,6251979,0.54725,5171322,0.5753,1656306,0.69659,1018533,0.53836,173346,0.66226,497994,0.17563,3945876,0.70957
4813608,0.56148,4580142,0.53056,14404251,0.43641,7781532,0.42378,6865704,0.32488,8852670,0.63617,8419806,0.46701,1473942,0.62042,6238953,0.5465,4844169,0.60528,1656306,0.69192,800097,0.54345,164829,0.68454,495990,0.17294,3940866,0.71256
4866714,0.55823,4536555,0.53394,14393229,0.43811,7787043,0.42415,6865203,0.32496,8778021,0.6594,8474916,0.46433,1481457,0.62817,6906285,0.53719,4554591,0.61855,1669833,0.69288,1016529,0.54045,172845,0.6118,497493,0.17279,3939363,0.70776
4894269,0.56203,4538058,0.53323,14457858,0.44007,7786542,0.42473,6865704,0.32494,8999964,0.66178,8456880,0.46426,1475946,0.62521,6101178,0.54661,4869720,0.59293,1641777,0.70157,849195,0.48415,165330,0.6632,497994,0.17419,3940866,0.70903
4849179,0.56227,4532547,0.53327,14317578,0.4425,7787043,0.42523,6865203,0.32498,8824614,0.65781,8416299,0.46554,1473942,0.62178,6098172,0.54702,4834149,0.59407,1642278,0.6989,942882,0.53663,164328,0.69316,495990,0.17338,3941868,0.71309
4811604,0.56153,4533048,0.5333,14427798,0.43743,7786542,0.42581,6880233,0.32422,8902770,0.66624,8454375,0.46416,1480956,0.62906,6121218,0.54482,4845672,0.60046,1642278,0.69575,936870,0.42199,179859,0.57282,497994,0.17297,3912810,0.71104
4812606,0.56067,4534050,0.53368,14404251,0.43495,7787043,0.42631,6865203,0.32499,8810085,0.65109,8541048,0.45867,1476447,0.62623,6101679,0.54513,4048080,0.6428,1642278,0.6926,877752,0.53026,157815,0.69297,497994,0.17512,3933351,0.71084
4819620,0.56145,4555092,0.53221,14413770,0.43555,7787043,0.42683,6862698,0.32508,8669304,0.6534,8411790,0.46591,1473942,0.623,6094665,0.5453,4192869,0.6459,1642278,0.68947,959415,0.39328,191382,0.55087,1291578,0.59966,3940866,0.71374
4813107,0.56091,4598679,0.5316,14478399,0.43511,7782033,0.42334,6865203,0.32497,8587641,0.64405,8608683,0.46558,1289073,0.32644,6088653,0.54579,5191362,0.58584,1642278,0.68633,837672,0.52868,170841,0.56535,1008012,0.52792,3946878,0.70841
4823628,0.55978,4556094,0.53094,14526495,0.43503,7787043,0.42368,6865203,0.32513,8698863,0.64154,8436339,0.46717,1795584,0.31029,6108693,0.54401,4898778,0.5977,1642278,0.68318,1003002,0.351,174849,0.63508,437373,0.55503,3941868,0.71081
4863708,0.55931,4539060,0.53347,14471886,0.43647,7786542,0.42424,6865704,0.325,8905776,0.66388,8358183,0.46608,1931856,0.49736,6120717,0.54257,4548579,0.61857,1646286,0.70401,808614,0.53846,167334,0.66617,433365,0.50005,3935355,0.70718
4848177,0.56135,4537557,0.53321,14461866,0.43658,7788546,0.42457,6865203,0.32502,8660286,0.65372,8384736,0.46609,1907808,0.55098,6102180,0.54113,4823628,0.59694,1641777,0.70436,1034064,0.54617,164328,0.68402,424848,0.49946,3932850,0.71127
4807596,0.56163,4531545,0.53305,14473890,0.43707,7786542,0.42528,6865704,0.32496,8589144,0.65304,8485437,0.46618,1470936,0.5967,6103182,0.54041,4961904,0.59385,1643280,0.70082,801600,0.52106,165831,0.68904,417834,0.57625,3925335,0.70884
4814109,0.56122,4533048,0.5336,14421786,0.44063,7787043,0.4258,6865203,0.32488,8567100,0.64424,8434836,0.46309,1469433,0.62686,6120717,0.54499,4846173,0.61244,1642278,0.69769,1025547,0.54346,166833,0.66903,507012,0.34225,3927840,0.71313
4814109,0.56152,4537056,0.53398,14436315,0.43957,7786542,0.42643,6865203,0.32488,8792049,0.65542,8420808,0.46356,1473441,0.61736,6126228,0.54491,4077138,0.62713,1641777,0.69504,787572,0.5443,165330,0.69372,495990,0.17374,3925836,0.71075
4818618,0.56122,4573629,0.53202,14526495,0.43705,7787043,0.42693,6865704,0.32487,8570607,0.65313,8371209,0.46528,1497489,0.6076,6093162,0.54551,3894774,0.65074,1647789,0.69976,989976,0.54162,164829,0.66218,501501,0.17654,3925335,0.70793
4811604,0.56099,4582647,0.53128,14531004,0.4347,7782033,0.42344,6865203,0.32491,8618703,0.65394,8255478,0.47093,1480455,0.6301,6110196,0.54583,3908301,0.59075,1644783,0.69723,771039,0.54224,163827,0.69179,413325,0.57255,3927339,0.7122
4828638,0.56057,4553088,0.53187,14510463,0.43497,7787043,0.42376,6865704,0.32478,8571108,0.65396,8437341,0.46026,1476948,0.62786,6106689,0.54682,3796578,0.59209,1643280,0.69416,1023042,0.57708,164829,0.68411,408816,0.59235,3925836,0.70957
4860201,0.55993,4537557,0.53352,14499441,0.43571,7786542,0.42434,6863700,0.32488,8687841,0.64937,8530026,0.4602,1473942,0.62435,6126729,0.54627,4711404,0.61222,1644282,0.69054,949395,0.38577,166332,0.6633,401301,0.5915,3926838,0.7135
4846173,0.56147,4537056,0.53314,14465373,0.43553,7787043,0.42484,6880233,0.32405,8833632,0.66131,9335133,0.46376,1476447,0.62105,6110196,0.54676,4667817,0.60233,1649292,0.69672,803604,0.54023,172344,0.6304,412824,0.59258,3925836,0.71146
4808598,0.56169,4531545,0.53313,14415774,0.43569,7786542,0.42542,6864201,0.32494,8797059,0.64965,8441850,0.46396,1480455,0.62933,6138252,0.54392,5125731,0.58078,1642779,0.69508,1024545,0.54116,168837,0.68822,407313,0.58483,3925335,0.70838
4813608,0.56114,4532547,0.53377,14438319,0.43617,7787043,0.42592,6865704,0.32488,8847159,0.65667,8420808,0.46405,1473942,0.62558,6114705,0.54479,4336656,0.66102,1642779,0.69287,820638,0.54455,192384,0.55711,403806,0.57971,3932850,0.71225
4816113,0.56116,4538058,0.53354,14527998,0.43559,7786542,0.4265,6865203,0.32496,8741949,0.64624,8410287,0.46814,1476948,0.6221,6079134,0.54502,5118717,0.57422,1644282,0.68951,1003002,0.58031,163827,0.57165,403806,0.60147,3934353,0.70908
4815612,0.56168,4580643,0.53192,14343630,0.43725,7787043,0.427,6865704,0.32494,8675817,0.65324,8481930,0.46239,1480455,0.63001,6100176,0.5452,4946373,0.60455,1643280,0.68779,1019535,0.55972,168336,0.61224,405810,0.59594,3947379,0.71143
4814610,0.56131,4582647,0.53031,14389722,0.43932,7782033,0.42348,6865203,0.32498,8575617,0.64394,8405277,0.46109,1473942,0.62826,6121719,0.5435,4705893,0.61446,1645785,0.69056,790077,0.5148,175350,0.6249,403806,0.59243,3947880,0.71421
4834650,0.5594,4545573,0.53287,14362668,0.44146,7787043,0.42382,6865203,0.32497,8572611,0.6481,8360187,0.47097,1476948,0.62355,6113703,0.54331,3976437,0.60832,1644783,0.68848,1022040,0.5341,166332,0.68847,440880,0.53649,3945876,0.70894
4873227,0.55978,4541064,0.53317,14424792,0.4387,7787043,0.42435,6865704,0.32498,8685837,0.65441,8434836,0.46657,1288071,0.32867,6109194,0.54105,4756995,0.60773,1644282,0.68623,790077,0.5389,166332,0.64867,430359,0.50131,3940866,0.71211
4826133,0.56069,4533549,0.53325,14399241,0.43471,7786542,0.42493,6865203,0.32499,9068601,0.65767,8421309,0.46732,1794081,0.31066,6107190,0.54152,4914309,0.60536,1643280,0.68447,1004505,0.54096,170841,0.6527,426351,0.51558,3940365,0.71412
4808598,0.56154,4532046,0.53319,14382207,0.43527,7788546,0.42526,6862698,0.32508,8688843,0.64864,8432832,0.4673,1924341,0.49866,6113202,0.54492,5036052,0.58501,1655304,0.70487,787572,0.5388,164328,0.68619,407313,0.59728,3939864,0.70908
4812105,0.56068,4534551,0.53365,14463870,0.43621,7786542,0.42597,6865203,0.32497,8586639,0.65191,8578623,0.45673,1921335,0.55127,6118713,0.54685,4372728,0.63851,1659312,0.69642,1002501,0.53043,169338,0.63926,448395,0.53155,3941868,0.71329
4819620,0.56134,4538058,0.53367,14463870,0.43648,7787043,0.42649,6865203,0.32513,8582130,0.64525,8405778,0.4648,1469433,0.59795,6107190,0.54509,5040060,0.58713,1656306,0.69247,808113,0.51326,176352,0.55519,428355,0.50564,3944373,0.70854
4814109,0.56129,4584150,0.53088,14480403,0.43677,7786542,0.42712,6865704,0.325,8723913,0.64932,8501469,0.46338,1477950,0.62665,6122220,0.54569,4921323,0.5931,1665825,0.69404,957912,0.53544,164328,0.62152,426351,0.51725,3947379,0.71037
4814109,0.56094,4589661,0.5299,14452848,0.43758,7782534,0.4235,6865203,0.32502,8735436,0.65482,8254476,0.46931,1479954,0.61856,6096669,0.54668,4409802,0.61666,1648290,0.69921,905307,0.44861,163326,0.65776,408315,0.58977,3943872,0.71347
4844169,0.55873,4537557,0.53367,14492928,0.44165,7786542,0.42395,6880233,0.3241,8736438,0.65428,8387241,0.46247,1506507,0.60665,6083643,0.54624,4030044,0.61623,1642278,0.69916,902802,0.53754,182865,0.7276,458916,0.3715,3949884,0.70815
4877235,0.5609,4536054,0.53344,14567577,0.44016,7787043,0.42445,6865203,0.32488,8689845,0.65118,8269005,0.46585,1475946,0.62085,6095166,0.54662,3960405,0.64609,1642278,0.69602,934866,0.419,183867,0.5833,495990,0.17251,3927840,0.71042
4811604,0.5618,4532547,0.53315,14515974,0.43939,7786542,0.42503,6865704,0.32487,8830125,0.64815,8267502,0.4695,1480956,0.62955,6091659,0.54629,3835155,0.58922,1642278,0.69287,856209,0.52561,179358,0.63208,471942,0.33553,3917820,0.71025
4809600,0.56137,4533549,0.53317,14562066,0.43633,7787043,0.42552,6865203,0.32491,8645757,0.65401,8459385,0.46332,1473942,0.62577,6124725,0.54538,3865215,0.59081,1642278,0.68973,973944,0.38549,164829,0.69127,408315,0.60202,3932349,0.71077
4812606,0.56091,4535553,0.53414,14493429,0.43464,7786542,0.42611,6865704,0.32478,8724414,0.64974,8385738,0.46589,1476447,0.62187,6106188,0.54626,3909804,0.65258,1642278,0.68659,826650,0.52494,165330,0.66061,435369,0.54213,3931347,0.70742
4818618,0.56186,4549581,0.53254,14488920,0.43585,7787043,0.42661,6863700,0.32488,8813592,0.64725,8452872,0.46512,1480956,0.63018,6148272,0.54455,3893772,0.58549,1642278,0.68345,1033062,0.51558,164328,0.69207,418836,0.49535,3927339,0.7122
4815111,0.56062,4581144,0.53147,14527497,0.43527,7787544,0.42716,6865704,0.32478,8795556,0.64676,8394756,0.46741,1473942,0.62726,6121218,0.54501,4016016,0.58341,1645284,0.70469,784065,0.53879,164829,0.68454,417333,0.59188,3925836,0.70957
4813608,0.56145,4579641,0.53125,14538018,0.43611,7781532,0.42361,6865203,0.32491,8761488,0.65215,8452371,0.46268,1476447,0.62396,6079134,0.54572,4115214,0.58612,1643280,0.7044,990477,0.57746,165831,0.66508,426351,0.56916,3926838,0.7135
